"BORROWER_ID","EMP_LENGTH","EMP_TITLE","HOME_OWNERSHIP","ANNUAL_INCOME"
536252,"< 1 year","NBC","RENT",277104
1247935,"< 1 year","Lexington Law Firm","RENT",24000
348402,"< 1 year","KUNC","RENT",38000
571732,"4 years","EXEC PRES","RENT",75000
1275369,"1 year","LA Fitness","RENT",45000
367026,"10+ years","Mass Eye and Ear Infirmary","RENT",63000
521463,"3 years","Traffic.com & Cox Radio","RENT",24996
558520,"4 years","24 Hour Fitness, Inc.","RENT",75000
598544,"6 years","Thomson Reuters","RENT",55840
363021,"< 1 year","University of Hawaii","RENT",36684
901834,"1 year","chase","RENT",46000
925393,"10+ years","UT Southwestern","RENT",50004
775118,"2 years","Reinhold electric","RENT",65000
524933,"5 years","NAVAIR","RENT",72000
601515,"1 year","CANTINA LAREDO","RENT",18000
1085871,"10+ years","Verizon","RENT",71000
959405,"10+ years","US ARMY","RENT",70000
338900,"10+ years","Yankee Greyhound Racing, Inc.","RENT",60000
412805,"10+ years","Nerve Contracting","RENT",31944
444464,"2 years","Robbins Brothers","RENT",30996
1258132,"2 years","Cognizant Technology Solutions","RENT",85000
607120,"2 years","Coldwell Banker","RENT",43000
399636,"2 years","Maximus","RENT",36225
414386,"2 years","Transportation Security Administration","RENT",42996
624769,"2 years","DAG Services","RENT",70000
348814,"2 years","Genesis HealthCare","RENT",27040
637402,"2 years","EURO LLOYD TRAVEL","RENT",44000
970761,"3 years","","RENT",36000
596854,"3 years","Armada","RENT",18000
653849,"3 years","Ziff Davis Media","RENT",64600
975999,"5 years","amtrak","RENT",78000
669474,"5 years","torrey wines","RENT",50004
768532,"5 years","Scripps Mercy Hospital","RENT",58000
776099,"5 years","Complete Food Service, Inc.","RENT",55000
464836,"7 years","trader joes","RENT",24000
616973,"7 years","leesville auto","RENT",55000
727992,"8 years","Overseas Patent Agency, Icn.","RENT",45000
650546,"8 years","Children's Home Society of New Jersey","RENT",30500
352464,"9 years","BOEING COMPANY","RENT",115000
491717,"< 1 year","premiere wall constuctors i","RENT",40440
606204,"< 1 year","Ann Taylor","RENT",100000
649799,"< 1 year","WFS Services  Inc.","RENT",40000
782731,"< 1 year","Massachusetts General Hospital","RENT",71400
758874,"< 1 year","Law Offices of Mark J. Linder","RENT",36000
723494,"< 1 year","Springer Publishing Company","RENT",34000
572420,"< 1 year","","RENT",36000
736712,"< 1 year","Illumina, Inc","RENT",49500
626532,"10+ years","","RENT",45000
664412,"10+ years","Los Angeles Unified School District","RENT",69000
397864,"2 years","erepublic inc.","RENT",45000
300593,"3 years","Peacock Nine","RENT",55000
839350,"7 years","TSI, Inc.","RENT",72000
561947,"< 1 year","SE Equipment","RENT",45000
303937,"10+ years","Johnson  and  Johnson","RENT",162000
771703,"3 years","Cherokee County BOC","RENT",42500
1065001,"4 years","Peoples United Bank","RENT",30000
586588,"< 1 year","McGraw-Hill Publishing","RENT",50000
551796,"1 year","HealthCentral","RENT",65000
581235,"1 year","American Property Management","RENT",24000
830840,"10+ years","","RENT",42000
659317,"10+ years","Liskow & Lewis","RENT",130000
550377,"10+ years","Coca-Cola North America","RENT",99996
1263173,"10+ years","Automotive Rentals, Inc","RENT",49000
622016,"2 years","COMMUNISPACE CORP","RENT",41400
534679,"3 years","TeleTech Holdings, Inc.","RENT",31200
606643,"4 years","Harvard University","RENT",49278
869176,"4 years","hama-hama inc","RENT",54000
1261681,"4 years","chavant Inc.","RENT",30000
1267145,"5 years","Commonwealth of Kentucky","RENT",37000
630439,"5 years","Dominion Enterprises","RENT",100000
1080330,"5 years","sco","RENT",42000
552477,"5 years","desert valley medical group","RENT",27840
992820,"5 years","Cisco Systems","RENT",105000
1271692,"6 years","Phenomenex","RENT",55000
812782,"7 years","southwyck golf club - century golf","RENT",62500
537981,"8 years","AM Skier","RENT",41892
1051224,"8 years","Lowe's Home Improvement","RENT",51996
1264395,"8 years","Edward M Kennedy Community Health Center","RENT",49640
869840,"9 years","Self","RENT",50004
1121126,"< 1 year","Nissan","RENT",50000
521771,"< 1 year","","RENT",102000
1086589,"< 1 year","Check City","RENT",24000
731971,"< 1 year","Chesapeake Veterinary Surgical Specialis","RENT",23920
393910,"< 1 year","Department of Children and Families","RENT",30989
464348,"3 years","Bureau Veritas","RENT",83700
611581,"1 year","MANSFIELD INDUSTRIAL","RENT",28800
1163316,"1 year","cox,kliewer & company,pc","RENT",40000
899445,"10+ years","sultana distrubution","RENT",39996
656763,"2 years","BioLife","RENT",30000
1084617,"2 years","FedEx Office","RENT",28000
644777,"2 years","Engineered Arresting systems","RENT",60070
851284,"4 years","Parco Holdings, LP","RENT",70000
422147,"4 years","ATC associates, inc","RENT",68000
740437,"< 1 year","Sir Spa","RENT",30000
841138,"2 years","Forest pharmaceuticals","RENT",62000
602769,"< 1 year","Colorado Home Funding","RENT",60000
1216483,"< 1 year","Colorado Center for Neurological Rehabil","RENT",64000
840221,"2 years","C. R. Bard, Inc.","RENT",59000
947161,"5 years","L. J. Sheridan & Co.","RENT",39270
468129,"< 1 year","Dialight Corporation","RENT",45000
812607,"< 1 year","Rackspace","RENT",55000
1191882,"1 year","Siemens Energy","RENT",21600
1034612,"1 year","Razorfish LLC","RENT",97500
631676,"1 year","W.E. Bowers","RENT",47000
584362,"10+ years","TruGreen","RENT",30797
701777,"10+ years","City of Pasadena","RENT",50004
699637,"2 years","Self Employed","RENT",24000
874579,"2 years","Whole foods market","RENT",42000
1016043,"3 years","Advanced Distribution Systems","RENT",60000
598842,"3 years","new mexico state university","RENT",42600
654945,"3 years","Yahoo Inc.","RENT",94000
612732,"3 years","IBM","RENT",132250
683277,"4 years","INDECO SALES INC","RENT",25920
687530,"4 years","Denim Mania Apparel","RENT",36000
735680,"5 years","Best Quality Insulation","RENT",30000
662899,"8 years","U.S. Army","RENT",58880
1074166,"< 1 year","Pacific Athletic Club","RENT",60000
601952,"< 1 year","","RENT",85000
950297,"< 1 year","Xxtreme Group","RENT",44604
417643,"< 1 year","Ikon Global Markets","RENT",35000
348631,"4 years","Surgical Reimbursement Specialists","RENT",57996
375472,"6 years","Holiday Inn","RENT",65000
385208,"< 1 year","Prince George County Public Schools","RENT",45996
611541,"< 1 year","Abacus Technology","RENT",56000
373300,"1 year","WPP company","RENT",75000
962811,"1 year","lidias hair designs","RENT",21600
680619,"1 year","Sos Properties","RENT",12000
306589,"10+ years","Department of Aging and Adult Services","RENT",45000
646316,"3 years","Caterpillar Inc.","RENT",72000
745607,"3 years","NYC & Company","RENT",50000
873401,"4 years","Liberty Travel","RENT",37000
373082,"4 years","Media Gensis","RENT",36000
596749,"6 years","Papyrus","RENT",80000
625105,"9 years","Tulalip Casino","RENT",33000
1228214,"< 1 year","Lighthouse IS","RENT",52000
625739,"< 1 year","Credit Union National Association","RENT",54700
1060832,"< 1 year","Comcast","RENT",33600
610177,"< 1 year","Performance Rehabilitation","RENT",35000
401254,"< 1 year","BMW of Mountain View","RENT",63000
405631,"< 1 year","","RENT",20000
620304,"4 years","Locust Hill Country Club","RENT",38000
311135,"8 years","Brady Worldwide, Inc.","RENT",148000
326038,"< 1 year","Retired from Verizon New Jersey","RENT",18492
625895,"10+ years","new york city transit authority","RENT",85000
568504,"2 years","IT By Design, INC","RENT",38000
599964,"1 year","DISA CONUS","RENT",45000
1208333,"10+ years","Multnomah County","RENT",40000
573602,"2 years","CPH","RENT",32968
1011378,"3 years","Moen Incorporated","RENT",65600
543536,"< 1 year","Equity Analysis & Strategy","RENT",60000
627477,"10+ years","Security Specialists","RENT",68000
816260,"< 1 year","UBS AG","RENT",90000
1091453,"1 year","New Global Solutions","RENT",30000
416522,"8 years","Exel Logistics","RENT",26784
923069,"1 year","ymca","RENT",31000
630514,"1 year","Tech for less, LLC","RENT",19250
988659,"10+ years","H D Segur Inc","RENT",44000
426128,"3 years","The Finishline","RENT",45996
498699,"5 years","Intralearn Software Corporation","RENT",50000
494459,"< 1 year","New York Life Insurance","RENT",48000
849375,"< 1 year","Bank of America","RENT",33000
568271,"< 1 year","MacNeill group","RENT",45000
937603,"4 years","Hantz Financial Services","RENT",50000
356746,"< 1 year","This Is Pop","RENT",27500
940306,"1 year","Hanson Realty Inc","RENT",60000
718406,"3 years","Sovereign Consulting","RENT",52000
1007469,"5 years","Opus Trading Fund","RENT",15600
427955,"1 year","It Works Marketing, Inc","RENT",43000
663158,"1 year","Analysis Group  Inc.","RENT",75000
357398,"3 years","Allstate Insurance","RENT",32400
668396,"4 years","Palombo's Med-Rite Pharmacy","RENT",20000
1212312,"3 years","Securitas Security Services","MORTGAGE",60000
1092887,"2 years","Filterfresh","MORTGAGE",61200
904829,"5 years","Ty Inc.","MORTGAGE",60000
644490,"6 years","coachella valley water district","MORTGAGE",63000
1205193,"10+ years","City of Chicago","MORTGAGE",57600
753203,"10+ years","United Airlines","MORTGAGE",46800
1091301,"10+ years","foremost equipment","MORTGAGE",83000
326327,"10+ years","St. Peter's Prep","MORTGAGE",62000
980216,"10+ years","Town of Massena","MORTGAGE",49349
375352,"< 1 year","Boeing","MORTGAGE",74500
863336,"10+ years","Phoenix Contact","MORTGAGE",114000
694920,"10+ years","T.T.M","MORTGAGE",30000
512965,"10+ years","VAMC","MORTGAGE",80000
494967,"3 years","Verizon Wireless","MORTGAGE",55000
1094322,"4 years","aurora textile","MORTGAGE",80000
624639,"4 years","Comcast","MORTGAGE",92000
611287,"6 years","Harris Corporation","MORTGAGE",77000
308257,"10+ years","Vandroff Insurance Agency Inc","OWN",51000
692795,"10+ years","OUTWATER HARDWARE","RENT",60000
1007907,"5 years","Giant Food","RENT",30000
551876,"9 years","Socket Mobile, Inc.","RENT",780000
737741,"< 1 year","d2o dental","RENT",28800
1210735,"5 years","garrett's resturant","RENT",36000
444965,"3 years","Alltec Mfg.","RENT",56000
620841,"10+ years","Atlantis Homes","RENT",41300
645606,"9 years","active sports and lifestyle","RENT",42224
808082,"8 years","Pipitone Group","RENT",110000
549641,"4 years","Charles Wright Academy","RENT",30555
280050,"1 year","","RENT",85000
654367,"6 years","provost trucking & blacktopping","RENT",28896
885032,"10+ years","stew leonard","RENT",35000
1186708,"6 years","Bed bath and beyond","RENT",60000
1108332,"2 years","Kenney Manufacturing Company","RENT",64000
1228499,"10+ years","NC Farm Bureau Mut Ins Co","MORTGAGE",53000
772599,"2 years","Siemens Industry Inc","MORTGAGE",66000
415777,"9 years","Havertys Furniture","MORTGAGE",60000
932474,"10+ years","Biotechnolgy","MORTGAGE",127000
1000199,"2 years","School District of Philadelphia","MORTGAGE",49000
981631,"3 years","NGP Management LLC","MORTGAGE",55000
845777,"7 years","On Site Management","MORTGAGE",32000
1031426,"< 1 year","BROOKS PIERCE LAW FIRM","MORTGAGE",110000
1157136,"4 years","Novis Pharmaceuticals.","MORTGAGE",32000
666531,"7 years","Performance Sign","MORTGAGE",25200
887505,"7 years","JP Morgan Chase","MORTGAGE",99220
1189046,"10+ years","EI duPont de Nemours","MORTGAGE",85000
1059994,"1 year","Caddo parish school district","MORTGAGE",49000
999557,"1 year","Covenant Presbyterian","MORTGAGE",28000
761706,"10+ years","Canby School District","MORTGAGE",31000
1077639,"5 years","Florida department of environmental prot","OWN",25000
939118,"< 1 year","Wells Fargo Advisors, LLC","OWN",70000
946258,"10+ years","shands hospital at uf","OWN",74000
663634,"6 years","dch auto group","OWN",33000
1089750,"10+ years","W&H Systems Inc","RENT",62000
683131,"< 1 year","Portland Community College","RENT",30548
769042,"1 year","The Park South/Strand Hotel","RENT",26592
846777,"2 years","HealthBridge Fitness Center","RENT",13200
897990,"4 years","outback steakhouse","RENT",33000
814096,"6 years","Fry's Electronics  Inc.","RENT",304800
953335,"6 years","pApco inc.","RENT",60000
970401,"9 years","IBM","RENT",112000
1046530,"3 years","Furth, Inc.","RENT",80000
1204864,"5 years","Hyatt Hotels  and  Resorts","RENT",60000
1216052,"< 1 year","Nutrition Now","RENT",40000
733814,"1 year","Chase Bank","RENT",65004
945434,"4 years","Wille Electric Supply","RENT",27600
828465,"6 years","MOORE COUNTY ROAD & BRIDGE","RENT",48000
718373,"2 years","KinderCare","RENT",14400
826642,"< 1 year","Questmark Flooring","RENT",24000
661165,"5 years","vidpro corp","RENT",23400
920566,"6 years","Valiant Industries Inc","RENT",42000
832367,"10+ years","1125 memorex dr","RENT",60000
754819,"5 years","mountain tarp","RENT",35000
826566,"10+ years","Riva Restaurant","RENT",40000
883349,"3 years","Ace Madsen, MD","MORTGAGE",78500
1258445,"4 years","union printers home","RENT",21600
880578,"6 years","DELTA MECHANICAL","MORTGAGE",98000
856153,"1 year","Stonehedge of Chittenango","MORTGAGE",40000
676182,"1 year","US army","MORTGAGE",59436
788209,"1 year","JP Morgan Chase","MORTGAGE",54000
1264001,"1 year","The Pit","MORTGAGE",36000
773440,"1 year","The Wine Bottega","MORTGAGE",38220
938496,"10+ years","Gwin's Stationery","MORTGAGE",39000
1036513,"10+ years","Ontario-Montclair School District","MORTGAGE",84000
726563,"10+ years","Steven W. Moore","MORTGAGE",41500
951213,"10+ years","Riverside County","MORTGAGE",65000
1058451,"10+ years","IBM","MORTGAGE",128000
817775,"2 years","William Greene & Company, LLP","MORTGAGE",104000
932704,"3 years","Dr Prashanthi Vadhi, DDS","MORTGAGE",50000
701720,"3 years","Netjets","MORTGAGE",47300
975809,"4 years","TeamSoft Inc","MORTGAGE",75000
948169,"4 years","Elmhurst hospital center","MORTGAGE",55000
519883,"4 years","PS Business Parks","MORTGAGE",98000
833529,"5 years","WPCS International, Inc.","MORTGAGE",87000
1083953,"5 years","","MORTGAGE",96000
989824,"5 years","Cardinal Health","MORTGAGE",54000
1094009,"5 years","Department of Veterans Affairs","MORTGAGE",96000
1249097,"6 years","BMO Harris Bank, NA","MORTGAGE",75600
892086,"6 years","Ocala South","MORTGAGE",36000
643634,"6 years","Data Transfer Solutions, LLC","MORTGAGE",56000
1086790,"6 years","Elysian Fields ISD","MORTGAGE",28800
1111106,"7 years","University of California, Davis","MORTGAGE",53724
968101,"7 years","City of North Miami Beach","MORTGAGE",100000
983339,"7 years","Dorchester Family YMCA","MORTGAGE",43200
738929,"9 years","Auto Collision Center","MORTGAGE",60000
800846,"< 1 year","","MORTGAGE",192000
989351,"8 years","Frito Lay","MORTGAGE",125000
705681,"10+ years","Cardinal CG","MORTGAGE",45000
1212504,"10+ years","Chrysler LLC","MORTGAGE",125000
903246,"10+ years","Steritech","MORTGAGE",140000
713011,"10+ years","Stonehill College","MORTGAGE",51600
775140,"10+ years","Atlanta Classic Cars Inc","MORTGAGE",50000
1092121,"2 years","A Technical Consulting Firm","MORTGAGE",135000
1218262,"3 years","","MORTGAGE",75000
813880,"4 years","Centennial R-1 School District","MORTGAGE",33316
771625,"5 years","Mid-sized IT Consulting Company","MORTGAGE",38400
815752,"5 years","AMSEC","MORTGAGE",72000
799462,"7 years","US Marines","MORTGAGE",41000
850627,"9 years","SIEMENS INDUSTRIES","MORTGAGE",73500
707106,"10+ years","M  and  I Bank","MORTGAGE",30000
938255,"10+ years","State of WI","MORTGAGE",63000
749243,"10+ years","Oklahoma City Fire Dept.","MORTGAGE",75000
828880,"4 years","Magnani Caruso Dutton","MORTGAGE",106500
765924,"4 years","wachovia","MORTGAGE",43000
1089381,"5 years","DORCHESTER COUNTY","MORTGAGE",28000
1154555,"10+ years","FLRA","MORTGAGE",45000
365862,"10+ years","Local 103","MORTGAGE",100000
948678,"4 years","LEISURE CONCEPTS","MORTGAGE",30720
719117,"2 years","E&I Cooperative","MORTGAGE",130000
1000317,"10+ years","Town Of Truckee","MORTGAGE",91200
721607,"10+ years","Carson-Dellosa Publishing","MORTGAGE",76300
613022,"2 years","North Texas Anesthesia","MORTGAGE",215000
804097,"3 years","Winware, Inc.","MORTGAGE",79000
630927,"5 years","Aqua Care Pool Service","MORTGAGE",40000
1030802,"5 years","Nabors Drilling","MORTGAGE",100000
613248,"< 1 year","Vantage Apparel","MORTGAGE",72500
920475,"10+ years","USAF","MORTGAGE",54000
521607,"1 year","Universal Health Svcs.","MORTGAGE",121000
566854,"6 years","Americare","MORTGAGE",63000
643661,"7 years","San Carlos Irrigation Project","MORTGAGE",103200
564500,"10+ years","","MORTGAGE",48000
1211577,"3 years","Eagle Pass I S D","MORTGAGE",47300
506648,"10+ years","Dentsply","MORTGAGE",74004
